S_VC_DT,FIR_SUB,FIR_INC1,FIR_INC,FIR_INC_RATE,SCD_INC1,SCD_INC,SCD_INC_RATE,ADD_INC1,ADD_INC,ADD_INC_RATE,ADD_SUB,FOUR_INC1,FOUR_INC,FOUR_INC_RATE,WINTER_INC1,WINTER_INC,WINTER_INC_RATE
2021.08.08,4364248.0,6105.0,3890343.0,89.1,106.0,1446195.0,33.1,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.08.07,4356536.0,23333.0,3884200.0,89.2,8911.0,1446093.0,33.2,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.08.06,4341693.0,41614.0,3860574.0,88.9,30152.0,1437142.0,33.1,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.08.05,4321444.0,31027.0,3818469.0,88.4,25819.0,1406907.0,32.6,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.08.04,4324428.0,26082.0,3787227.0,87.6,23102.0,1381042.0,31.9,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.08.03,4308530.0,35750.0,3760901.0,87.3,20557.0,1357865.0,31.5,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.08.02,4308673.0,77877.0,3724642.0,86.4,7123.0,1337105.0,31.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.08.01,3810055.0,5674.0,3646552.0,95.7,68.0,1329967.0,34.9,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.31,4170013.0,39795.0,3640808.0,87.3,4188.0,1329899.0,31.9,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.30,4164203.0,80425.0,3600688.0,86.4,13659.0,1325451.0,31.8,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.29,4164261.0,60488.0,3519568.0,84.5,7742.0,1310875.0,31.5,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.28,4137685.0,84052.0,3458804.0,83.6,8120.0,1302735.0,31.5,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.27,4150036.0,74786.0,3372307.0,81.2,9381.0,1293099.0,31.1,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.26,4058839.0,125490.0,3297521.0,81.2,14681.0,1283718.0,31.6,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.25,4065645.0,85.0,3168908.0,77.9,19.0,1268914.0,31.2,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.24,4065545.0,6610.0,3168820.0,77.9,2639.0,1268896.0,31.2,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.23,4065798.0,27951.0,3162205.0,77.8,10128.0,1266249.0,31.1,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.22,4046086.0,31573.0,3134191.0,77.5,8022.0,1254560.0,31,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.21,3943320.0,31192.0,3102494.0,78.7,6008.0,1245273.0,31.6,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.20,3939275.0,31212.0,3071180.0,78.0,8800.0,1237904.0,31.4,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.19,3939611.0,31651.0,3039867.0,77.2,9668.0,1226600.0,31.1,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.18,3939611.0,118.0,3008122.0,75.2,151.0,1216767.0,29.8,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.17,3955276.0,8953.0,3000991.0,76.1,7397.0,1216426.0,30.8,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.16,3950821.0,26086.0,2998367.0,75.8,27192.0,1203490.0,30.4,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.15,3950821.0,25026.0,2972281.0,75.2,20650.0,1176298.0,29.8,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.14,3911307.0,23553.0,2946540.0,75.3,18514.0,1152859.0,29.5,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.13,3726883.0,20140.0,2922594.0,78.4,16581.0,1130848.0,30.3,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.12,3514797.0,6195.0,2902429.0,82.6,13308.0,1110216.0,31.6,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.11,3528530.0,66.0,2896204.0,82.1,222.0,1096845.0,31.1,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.10,3537117.0,3864.0,2896137.0,81.9,8264.0,1096559.0,31.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.09,3538319.0,14064.0,2892191.0,81.7,20660.0,1083665.0,30.6,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.08,3546224.0,7439.0,2877851.0,81.2,13483.0,1058784.0,29.9,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.07,3545987.0,6871.0,2869885.0,80.9,11909.0,1041173.0,29.4,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.06,3551180.0,7703.0,2862693.0,80.6,12346.0,1025199.0,28.9,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.05,3496816.0,13454.0,2854873.0,81.6,9389.0,1008177.0,28.8,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.04,3421953.0,0.0,2841244.0,83,0.0,998134.0,29.2,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.03,3476510.0,696.0,2841238.0,81.7,4139.0,997938.0,28.7,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.02,3476385.0,1588.0,2840470.0,81.7,20529.0,989375.0,28.5,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.07.01,3420685.0,1642.0,2838855.0,83.0,18865.0,964356.0,28.2,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.30,3475794.0,3893.0,2837158.0,81.6,22749.0,941358.0,27.1,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.29,3496257.0,3321.0,2833050.0,81.0,22407.0,914519.0,26.2,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.28,3490157.0,3278.0,2829341.0,81.1,21853.0,887508.0,25.4,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.27,3484201.0,0.0,2825862.0,81.0,0.0,865395.0,24.8,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.26,3484201.0,2216.0,2825885.0,81.0,6655.0,865395.0,24.8,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.25,3484201.0,7635.0,2821282.0,81.0,22720.0,858697.0,24.6,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.24,3418720.0,6581.0,2811191.0,82.2,22040.0,835878.0,24.5,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.23,3470953.0,5777.0,2802006.0,80.7,22048.0,813666.0,23.4,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.22,3466857.0,6694.0,2792660.0,80.6,21120.0,791467.0,22.8,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.21,3510564.0,4973.0,2781609.0,80.4,21087.0,770137.0,21.9,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.20,3511095.0,66.0,2774797.0,79.0,65.0,747880.0,21.3,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.19,3511144.0,36213.0,2774543.0,79.0,7884.0,747652.0,21.3,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.18,3446554.0,90850.0,2732982.0,79.3,27755.0,739623.0,21.5,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.17,3430375.0,78339.0,2637993.0,76.9,25631.0,711572.0,20.7,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.16,3401641.0,112311.0,2554809.0,75.1,57409.0,685532.0,20.2,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.15,3391964.0,122487.0,2437954.0,71.9,37687.0,627708.0,18.5,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.14,3371856.0,145519.0,2309534.0,68.5,52848.0,589320.0,17.5,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.13,3364373.0,5702.0,2163259.0,64.3,2522.0,535930.0,15.9,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.12,3364288.0,82931.0,2157602.0,64.1,28724.0,533379.0,15.9,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.11,3353331.0,165265.0,2070561.0,61.7,55544.0,504526.0,15.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.10,3338670.0,148732.0,1900981.0,56.9,68440.0,448684.0,13.4,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.09,3102614.0,104841.0,1746392.0,56.2,3076.0,380200.0,12.3,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.08,3034302.0,131465.0,1636992.0,53.9,4672.0,377030.0,12.4,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.07,3018205.0,158842.0,1500832.0,49.7,5412.0,372339.0,12.3,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.06,2286469.0,463.0,1341990.0,58.7,0.0,366927.0,16.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.05,2282866.0,31613.0,1341398.0,58.8,1135.0,366926.0,16.1,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.04,2275616.0,76685.0,1309610.0,57.5,10339.0,365789.0,16.1,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.03,2265073.0,66402.0,1232478.0,54.4,8383.0,355399.0,15.7,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.02,2249314.0,73063.0,1165736.0,51.8,6277.0,346936.0,15.4,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.06.01,2231513.0,103600.0,1092306.0,48.9,7109.0,340624.0,15.3,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.31,2215425.0,75387.0,988327.0,44.6,8127.0,333469.0,15.1,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.30,2195709.0,950.0,912517.0,41.6,0.0,325079.0,14.8,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.29,2196518.0,33401.0,911559.0,41.5,3580.0,325079.0,14.8,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.28,2188641.0,104641.0,877710.0,40.1,17031.0,321446.0,14.7,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.27,2175217.0,122034.0,772541.0,35.5,13061.0,304336.0,14.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.26,1129593.0,10780.0,650432.0,57.6,16175.0,291118.0,25.8,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.25,1123393.0,7748.0,639483.0,56.9,21010.0,274749.0,24.5,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.24,1124159.0,7688.0,631695.0,56.2,21524.0,253528.0,22.6,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.23,1123388.0,0.0,623942.0,55.5,0.0,231821.0,20.6,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.22,1122778.0,2477.0,623941.0,55.6,4099.0,231820.0,20.6,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.21,1121838.0,2271.0,621463.0,55.4,28449.0,227493.0,20.3,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.20,1123023.0,2205.0,619017.0,55.1,22755.0,198625.0,17.7,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.19,1121981.0,14.0,616705.0,55.0,3724.0,175445.0,15.6,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.18,1120058.0,2983.0,616699.0,55.1,16649.0,171720.0,15.3,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.17,1122759.0,3197.0,613630.0,54.7,13074.0,154898.0,13.8,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.16,1119118.0,0.0,610403.0,54.5,0.0,141769.0,12.7,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.15,1118166.0,956.0,610338.0,54.6,3796.0,141769.0,12.7,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.14,1118491.0,3827.0,609382.0,54.1,12751.0,137973.0,11.2,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.13,1113909.0,3391.0,604185.0,54.2,12435.0,125220.0,11.2,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.12,1116796.0,2282.0,600548.0,53.8,13971.0,112781.0,10.1,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.11,1114297.0,2796.0,598266.0,53.7,13030.0,98810.0,8.9,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.10,1113580.0,3131.0,594975.0,53.4,12457.0,85775.0,7.7,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.09,1113434.0,0.0,591040.0,53.1,0.0,73295.0,6.6,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.08,1112095.0,2801.0,589744.0,53.0,1789.0,73003.0,6.6,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.07,1119900.0,17490.0,592073.0,52.9,11219.0,70926.0,6.3,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.06,1108162.0,11021.0,574583.0,51.9,11715.0,59707.0,5.4,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.05,1106344.0,1788.0,563044.0,50.9,1650.0,47940.0,4.3,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.04,1104738.0,18942.0,559605.0,50.6,4665.0,46290.0,4.1,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.03,1102593.0,19795.0,540404.0,49.0,5033.0,41624.0,3.8,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.02,1101302.0,82.0,520200.0,47.2,0.0,36591.0,3.3,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.05.01,1100067.0,8683.0,519845.0,47.2,691.0,36591.0,3.3,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.04.30,1096899.0,38789.0,511162.0,46.6,4280.0,35900.0,3.3,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.04.29,1084245.0,33484.0,472376.0,43.6,3921.0,31620.0,2.9,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.04.28,1088155.0,31795.0,438269.0,40.2,2062.0,27699.0,2.5,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.04.27,1080433.0,23973.0,403093.0,37.3,3721.0,25631.0,2.4,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.04.26,1079832.0,23323.0,379120.0,35.1,3411.0,21910.0,2,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.04.25,1023346.0,204.0,350631.0,34.2,0.0,18513.0,1.8,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.04.24,1023346.0,4663.0,350427.0,34.2,137.0,18513.0,1.8,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.04.23,1027740.0,28378.0,345764.0,33.6,2475.0,18376.0,1.8,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.04.22,1023538.0,22831.0,317386.0,31.0,2358.0,15901.0,1.6,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
2021.04.21,1019322.0,20830.0,291857.0,28.6,25.0,13543.0,1.3,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
