S_DT,S_HJ,SN_HJ,S_CARE,S_RECOVER,SN_RECOVER,S_DEATH,SY_TOTAL,SY_KJ,SY_KH,T_DT,T_HJ,N_HJ,TY_CARE,RECOVER,DEATH,TY_TOTAL,TY_KJ,TY_KH,JGK_OVERSEAS_GS,JGK_OVERSEAS_GH,JGK_CONT_GS,JGK_CONT_GH,CHECKING,DAY_DEATH,ALL_DAY_DEATH
2020.04.02.10,494,0,367,127,0,0,75585,4747,70838,2020.04.02.00,9976,0,3979,5828,169,421767,17885,403882,0,0,0,0,0,,
2020.04.01.10,478,0,361,117,0,0,73638,4682,68956,2020.04.01.00,9887,0,4155,5567,165,411660,16585,395075,0,0,0,0,0,,
2020.03.31.10,454,0,347,107,0,0,71195,4600,66595,2020.03.31.00,9786,0,4216,5408,162,400778,16892,383886,0,0,0,0,0,,
2020.03.30.10,434,0,342,92,0,0,69343,4429,64914,2020.03.30.00,9661,0,4215,5288,158,378447,13531,372002,0,0,0,0,0,,
2020.03.29.10,413,0,320,93,0,0,68340,4312,64028,2020.03.29.00,9583,0,4398,5033,152,384558,15028,369530,0,0,0,0,0,,
2020.03.28.10,391,0,298,93,0,0,67478,4232,63246,2020.03.28.00,9478,0,4523,4811,144,378447,16564,361883,0,0,0,0,0,,
2020.03.27.00,376,0,288,88,0,0,65952,4131,61821,2020.03.27.00,9332,0,4665,4528,139,367629,15219,352410,0,0,0,0,0,,
2020.03.26.00,361,0,280,81,0,0,63842,4081,59761,2020.03.26.00,9241,0,4966,4144,131,355701,14369,341332,0,0,0,0,0,,
2020.03.25.00,347,0,275,72,0,0,61924,4050,57874,2020.03.25.00,9137,0,5281,3730,126,348759,14278,334481,0,0,0,0,0,,
2020.03.24.00,334,0,262,72,0,0,59913,4260,55887,2020.03.24.00,9037,0,5410,3507,120,339545,15440,324105,0,0,0,0,0,,
2020.03.23.00,330,0,266,64,0,0,58180,4110,54076,2020.03.23.00,8961,0,5684,3166,111,329075,13628,315447,0,0,0,0,0,,
2020.03.22.00,324,0,260,64,0,0,57273,4164,53109,2020.03.22.00,8897,0,5884,2909,104,322883,14540,308343,0,0,0,0,0,,
2020.03.21.00,314,0,250,64,0,0,56445,4174,52271,2020.03.21.00,8799,0,6085,2612,102,318710,15704,303006,0,0,0,0,0,,
2020.03.20.00,299,0,235,64,0,0,50371,4067,50371,2020.03.20.00,8652,0,6325,2233,94,308012,15525,292487,0,0,0,0,0,,
2020.03.19.00,282,0,224,58,0,0,52259,4415,47844,2020.03.19.00,8565,0,6527,1947,91,298459,15904,282555,0,0,0,0,0,,
2020.03.18.00,270,0,215,55,0,0,49738,4595,45143,2020.03.18.00,8413,0,6789,1540,84,287234,16346,270888,0,0,0,0,0,,
2020.03.17.10,267,0,212,55,0,0,47856,4534,43322,2020.03.17.00,8320,0,6838,1401,81,278396,17291,261105,0,0,0,0,0,,
2020.03.16.10,254,0,202,52,0,0,46915,6133,40782,2020.03.16.00,8236,0,7024,1137,75,266268,14971,251297,0,0,0,0,0,,
2020.03.15.10,248,0,201,47,0,0,43516,4154,39362,2020.03.15.00,8162,0,7253,834,75,260020,16272,243778,0,0,0,0,0,,
2020.03.14.10,240,0,196,44,0,0,42233,4136,38097,2020.03.14.00,8086,0,7300,714,72,253249,17634,235615,0,0,0,0,0,,
2020.03.13.10,231,0,191,40,0,0,40287,3910,36377,2020.03.13.00,7979,0,7402,510,67,240668,17940,222728,0,0,0,0,0,,
2020.03.12.10,219,0,181,38,0,0,35278,3759,31519,2020.03.12.00,7869,0,7470,333,66,227129,17727,209402,0,0,0,0,0,,
2020.03.11.10,205,0,168,37,0,0,35278,3759,31519,2020.03.11.00,7755,0,7407,288,60,214640,18540,196100,0,0,0,0,0,,
2020.03.10.10,156,0,126,30,0,0,33532,3634,29898,2020.03.10.00,7513,0,7212,247,54,202631,18452,184179,0,0,0,0,0,,
2020.03.09.10,130,0,101,29,0,0,30892,3378,27514,2020.03.09.00,7382,0,7165,166,51,189236,17458,171778,0,0,0,0,0,,
2020.03.08.10,120,0,92,28,0,0,29808,3381,26427,2020.03.08.00,7134,0,6954,130,50,181384,19376,162008,0,0,0,0,0,,
2020.03.07.10,114,0,88,26,0,0,28344,3719,24625,2020.03.07.00,6767,0,6605,118,44,171422,19620,151802,0,0,0,0,0,,
2020.03.06.10,106,0,80,26,0,0,26800,4136,22664,2020.03.06.00,6284,0,6134,108,42,158456,21832,136624,0,0,0,0,0,,
2020.03.05.10,105,0,79,26,0,0,24708,4414,20294,2020.03.05.00,5766,0,5643,88,35,140775,21810,118965,0,0,0,0,0,,
2020.03.04.10,99,0,73,26,0,0,21522,4308,17214,2020.03.04.00,5328,0,5255,41,32,131379,28414,102965,0,0,0,0,0,,
2020.03.03.10,98,0,82,16,0,0,18791,5491,13300,2020.03.03.00,4812,0,4750,34,28,121039,35555,85484,0,0,0,0,0,,
2020.03.02.10,92,0,92,0,0,0,14189,4104,10085,2020.03.02.10,4212,0,4159,31,22,105379,33799,71580,0,0,0,0,0,,
2020.03.01.10,86,0,86,0,0,0,13194,3932,9262,2020.03.01.16,3736,0,3688,30,18,95185,33360,61825,0,0,0,0,0,,
2020.02.29.10,77,0,77,0,0,0,12265,3672,8593,2020.02.29.16,3150,0,3105,28,17,90905,35182,55723,0,0,0,0,0,,
2020.02.28.10,65,0,65,0,0,0,10563,2810,7753,2020.02.28.16,2337,0,2297,27,13,78830,30237,48593,0,0,0,0,0,,
20.02.27.10,59,0,59,0,0,0,8238,2279,5959,20.02.27.16,1766,0,1727,26,13,64886,25568,39318,0,0,0,0,0,,
20.02.26.16,49,0,49,0,0,0,8238,2279,5959,20.02.26.16,1261,0,1225,24,12,52292,20716,31576,0,0,0,0,0,,
20.02.25.18,44,0,44,0,0,0,6878,1463,5415,20.02.25.18,1146,0,1113,22,11,44981,16734,28247,0,0,0,0,0,,
20.02.24.18,31,0,31,0,0,0,5856,1112,4744,20.02.24.18,833,0,804,22,7,31923,11631,20292,0,0,0,0,0,,
20.02.23.16,25,0,25,0,0,0,5197,949,4248,20.02.23.16,602,0,579,18,5,25577,8057,17520,0,0,0,0,0,,
20.02.22.18,24,0,24,0,0,0,4656,767,3889,20.02.22.18,433,0,413,18,2,21153,6037,15116,0,0,0,0,0,,
20.02.21.16,18,0,18,0,0,0,1125,54,1071,20.02.21.16,204,0,186,17,1,16196,3180,13016,0,0,0,0,0,,
20.02.20.18,15,0,15,0,0,0,1125,54,1071,20.02.20.18,104,0,87,16,1,13098,1860,11238,0,0,0,0,0,,
20.02.19.18,13,0,13,0,0,0,1071,71,1000,20.02.19.18,82,0,66,16,0,12079,1633,10446,0,0,0,0,,,
20.02.18.18,12,0,12,0,0,0,1000,53,947,20.02.18.18,31,0,19,12,0,9741,818,8923,0,0,0,0,,,
20.02.17.18,12,0,12,0,0,0,947,71,876,20.02.17.18,30,0,20,10,0,8688,708,7980,0,0,0,0,,,
20.02.16.18,11,0,11,0,0,0,876,13,863,20.02.16.18,29,0,20,9,0,8132,485,7647,0,0,0,0,0,,
20.02.15.18,10,0,10,0,0,0,864,24,840,20.02.15.18,28,0,19,9,0,7491,638,6853,0,0,0,0,,,
20.02.14.18,10,0,10,0,0,0,840,38,802,20.02.14.18,28,0,21,7,0,7214,535,6679,0,0,0,0,,,
20.02.13.18,10,0,10,0,0,0,802,61,741,20.02.13.18,28,0,21,7,0,6483,562,5921,0,0,0,0,,,
20.02.12.18,10,0,10,0,0,0,741,77,664,20.02.12.18,28,0,21,7,0,5596,785,4811,0,0,0,0,,,
20.02.11.18,10,0,10,0,0,0,664,97,567,20.02.11.18,28,0,24,4,0,3601,865,2736,0,0,0,0,,,
20.02.10.18,10,0,10,0,0,0,567,108,459,20.02.10.18,27,0,24,3,0,3083,531,2552,0,0,0,0,,,
20.02.09.18,10,0,10,0,0,0,459,45,414,20.02.09.18,27,0,24,3,0,2571,888,1683,0,0,0,0,,,
20.02.08.18,10,0,10,0,0,0,414,92,322,20.02.08.18,24,0,22,2,0,1677,620,1057,0,0,0,0,,,
20.02.07.18,10,0,10,0,0,0,322,115,207,20.02.07.18,24,0,22,2,0,1106,264,842,0,0,0,0,,,
20.02.06.09,11,0,11,0,0,0,192,28,164,20.02.06.09,24,0,23,1,0,591,169,693,0,0,0,0,0,,
20.02.05.15,8,0,8,0,0,0,0,16,148,20.02.05.15,18,0,18,0,0,200,174,522,0,0,0,0,0,,
