S_DT,S_HJ,SN_HJ,S_CARE,S_RECOVER,SN_RECOVER,S_DEATH,SY_TOTAL,SY_KJ,SY_KH,T_DT,T_HJ,N_HJ,TY_CARE,RECOVER,DEATH,TY_TOTAL,TY_KJ,TY_KH,JGK_OVERSEAS_GS,JGK_OVERSEAS_GH,JGK_CONT_GS,JGK_CONT_GH,CHECKING,DAY_DEATH,ALL_DAY_DEATH
2021.05.25.00,42739,138,2813,39446,170,480,,,,2021.05.25.00,136983,516,8052,126993,1938,,,,,,,,0,,
2021.05.24.00,42601,139,2845,39276,124,480,,,,2021.05.24.00,136467,538,8106,126427,1934,,,,,,,,0,,
2021.05.23.00,42462,181,2830,39152,289,480,,,,2021.05.23.00,135929,585,8117,125881,1931,,,,,,,,0,,
2021.05.22.00,42281,208,2938,38863,450,480,,,,2021.05.22.00,135344,666,8386,125032,1926,,,,,,,,0,,
2021.05.21.00,42073,172,3181,38413,143,479,,,,2021.05.21.00,134678,561,8598,124158,1922,,,,,,,,0,,
2021.05.20.00,41901,242,3156,38270,151,475,,,,2021.05.20.00,134117,646,8542,123659,1916,,,,,,,,0,,
2021.05.19.00,41659,249,3066,38119,159,474,,,,2021.05.19.00,133471,654,8322,123237,1912,,,,,,,,0,,
2021.05.18.00,41410,172,2978,37960,126,472,,,,2021.05.18.00,132818,528,8283,122631,1904,,,,,,,,0,,
2021.05.17.00,41238,195,2932,37834,113,472,,,,2021.05.17.00,132290,619,8224,122163,1903,,,,,,,,0,,
2021.05.16.00,41043,213,2851,37721,164,471,,,,2021.05.16.00,131671,610,8007,121764,1900,,,,,,,,0,,
2021.05.15.00,40830,254,2805,37557,387,468,,,,2021.05.15.00,131061,681,7883,121282,1896,,,,,,,,0,,
2021.05.14.00,40576,231,2938,37170,153,468,,,,2021.05.14.00,130380,747,8092,120395,1893,,,,,,,,0,,
2021.05.13.00,40345,227,2860,37017,127,468,,,,2021.05.13.00,129633,715,7836,119906,1891,,,,,,,,0,,
2021.05.12.00,40118,223,2762,36890,151,466,,,,2021.05.12.00,128918,635,7661,119373,1884,,,,,,,,0,,
2021.05.11.00,39895,163,2692,36739,214,464,,,,2021.05.11.00,128283,511,7687,118717,1879,,,,,,,,0,,
2021.05.10.00,39732,141,2745,36525,127,462,,,,2021.05.10.00,127772,463,8053,117844,1875,,,,,,,,0,,
2021.05.09.00,39591,195,2731,36398,127,462,,,,2021.05.09.00,127309,564,8012,117423,1874,,,,,,,,0,,
2021.05.08.00,39396,242,2666,36271,423,459,,,,2021.05.08.00,126745,701,7999,116881,1865,,,,,,,,0,,
2021.05.07.00,39154,179,2849,35848,180,457,,,,2021.05.07.00,126044,525,8162,116022,1860,,,,,,,,0,,
2021.05.06.00,38975,212,2854,35668,120,453,,,,2021.05.06.00,125519,574,8177,115491,1851,,,,,,,,0,,
2021.05.05.00,38763,238,2763,35548,189,452,,,,2021.05.05.00,124945,676,8154,114944,1847,,,,,,,,0,,
2021.05.04.00,38525,184,2714,35359,250,452,,,,2021.05.04.00,124269,541,8301,114128,1840,,,,,,,,0,,
2021.05.03.00,38341,127,2781,35109,58,451,,,,2021.05.03.00,123728,488,8538,113356,1834,,,,,,,,0,,
2021.05.02.00,38214,182,2712,35051,143,451,,,,2021.05.02.00,123240,606,8542,112865,1833,,,,,,,,0,,
2021.05.01.00,38032,195,2674,34908,431,450,,,,2021.05.01.00,122634,627,8466,112337,1831,,,,,,,,0,,
2021.04.30.00,37837,227,2912,34477,148,448,,,,2021.04.30.00,122007,661,8757,111422,1828,,,,,,,,0,,
2021.04.29.00,37610,227,2834,34329,117,447,,,,2021.04.29.00,121351,680,8739,110787,1825,,,,,,,,0,,
2021.04.28.00,37385,259,2728,34212,145,445,,,,2021.04.28.00,120673,775,8604,110248,1821,,,,,,,,0,,
2021.04.27.00,37126,116,2614,34067,261,445,,,,2021.04.27.00,119898,512,8383,109695,1820,,,,,,,,0,,
2021.04.26.00,37010,154,2759,33806,34,445,,,,2021.04.26.00,119387,500,8720,108850,1817,,,,,,,,0,,
2021.04.25.00,36856,175,2640,33772,272,444,,,,2021.04.25.00,118887,644,8599,108475,1813,,,,,,,,0,,
2021.04.24.00,36681,253,2737,33500,271,444,,,,2021.04.24.00,118243,785,8650,107781,1812,,,,,,,,0,,
2021.04.23.00,36428,204,2755,33229,167,444,,,,2021.04.23.00,117458,797,8576,107071,1811,,,,,,,,0,,
2021.04.22.00,36224,230,2719,33062,171,443,,,,2021.04.22.00,116661,735,8394,106459,1808,,,,,,,,0,,
2021.04.21.00,35994,218,2660,32891,248,443,,,,2021.04.21.00,115926,731,8243,105877,1806,,,,,,,,0,,
2021.04.20.00,35776,148,2690,32643,180,443,,,,2021.04.20.00,115195,549,8166,105227,1802,,,,,,,,0,,
2021.04.19.00,35628,137,2722,32463,86,443,,,,2021.04.19.00,114646,532,8371,104474,1801,,,,,,,,0,,
2021.04.18.00,35492,205,2672,32377,77,443,,,,2021.04.18.00,114115,672,8312,104006,1797,,,,,,,,0,,
2021.04.17.00,35287,217,2544,32300,147,443,,,,2021.04.17.00,113444,658,8056,103594,1794,,,,,,,,0,,
2021.04.16.00,35070,216,2475,32153,228,442,,,,2021.04.16.00,112789,673,7937,103062,1790,,,,,,,,0,,
2021.04.15.00,34855,217,2490,31925,192,440,,,,2021.04.15.00,112117,698,7816,102513,1788,,,,,,,,0,,
2021.04.14.00,34638,247,2467,31733,249,438,,,,2021.04.14.00,111419,731,7654,101983,1782,,,,,,,,0,,
2021.04.13.00,34391,158,2470,31484,179,437,,,,2021.04.13.00,110688,542,7581,101332,1775,,,,,,,,0,,
2021.04.12.00,34233,162,2493,31305,49,435,,,,2021.04.12.00,110146,587,7572,100804,1770,,,,,,,,0,,
2021.04.11.00,34071,214,2381,31256,473,434,,,,2021.04.11.00,109559,614,7682,100109,1768,,,,,,,,0,,
2021.04.10.00,33857,201,2640,30783,132,434,,,,2021.04.10.00,108945,677,7879,99301,1765,,,,,,,,0,,
2021.04.09.00,33656,215,2571,30651,110,434,,,,2021.04.09.00,108269,671,7719,98786,1764,,,,,,,,0,,
2021.04.08.00,33441,244,2469,30541,111,431,,,,2021.04.08.00,107598,700,7480,98360,1758,,,,,,,,0,,
2021.04.07.00,33197,198,2336,30430,127,431,,,,2021.04.07.00,106898,668,7214,97928,1756,,,,,,,,0,,
2021.04.06.00,32999,147,2267,30303,131,429,,,,2021.04.06.00,106230,478,7115,97363,1752,,,,,,,,0,,
2021.04.05.00,32852,152,2251,30172,71,429,,,,2021.04.05.00,105752,473,7104,96900,1748,,,,,,,,0,,
2021.04.04.00,32700,149,2170,30101,125,429,,,,2021.04.04.00,105279,543,6946,96589,1744,,,,,,,,0,,
2021.04.03.00,32551,155,2148,29976,78,427,,,,2021.04.03.00,104736,543,6800,96196,1740,,,,,,,,0,,
2021.04.02.00,32397,167,2073,29898,116,426,,,,2021.04.02.00,104194,558,6596,95861,1737,,,,,,,,0,,
2021.04.01.00,32233,199,2026,29782,88,425,,,,2021.04.01.00,103639,551,6465,95439,1735,,,,,,,,0,,
2021.03.31.00,32034,158,1916,29694,136,424,,,,2021.03.31.00,103088,506,6327,95030,1731,,,,,,,,0,,
2021.03.30.00,31876,145,1894,29558,119,424,,,,2021.03.30.00,102582,447,6290,94563,1729,,,,,,,,0,,
2021.03.29.00,31731,107,1869,29439,53,423,,,,2021.03.29.00,102141,384,6291,94124,1726,,,,,,,,0,,
2021.03.28.00,31624,138,1815,29386,68,423,,,,2021.03.28.00,101757,482,6180,93855,1722,,,,,,,,0,,
2021.03.27.00,31486,127,1746,29318,115,422,,,,2021.03.27.00,101275,505,6079,93475,1721,,,,,,,,0,,
2021.03.26.00,31359,122,1736,29203,277,420,,,,2021.03.26.00,100770,494,6424,92630,1716,,,,,,,,0,,
2021.03.25.00,31237,127,1893,28926,191,418,,,,2021.03.25.00,100276,430,6499,92068,1709,,,,,,,,0,,
2021.03.24.00,31110,137,1958,28735,127,417,,,,2021.03.24.00,99846,428,6579,91560,1707,,,,,,,,0,,
2021.03.23.00,30976,97,1953,28608,142,415,,,,2021.03.23.00,99421,346,6638,91079,1704,,,,,,,,0,,
2021.03.22.00,30879,109,1998,28466,80,415,,,,2021.03.22.00,99075,415,6767,90611,1697,,,,,,,,0,,
2021.03.21.00,30775,125,1975,28386,68,414,,,,2021.03.21.00,98665,456,6641,90328,1696,,,,,,,,0,,
2021.03.20.00,30650,120,1919,28318,132,413,,,,2021.03.20.00,98209,452,6567,89949,1693,,,,,,,,0,,
2021.03.19.00,30530,146,1931,28186,78,413,,,,2021.03.19.00,97757,463,6544,89523,1690,,,,,,,,0,,
2021.03.18.00,30384,124,1864,28108,121,412,,,,2021.03.18.00,97294,445,6428,89178,1688,,,,,,,,0,,
2021.03.17.00,30260,120,1861,27987,253,412,,,,2021.03.17.00,96849,469,6349,88814,1686,,,,,,,,0,,
2021.03.16.00,30140,79,1997,27734,208,409,,,,2021.03.16.00,96380,363,6447,88255,1678,,,,,,,,0,,
2021.03.15.00,30061,112,2128,27526,78,407,,,,2021.03.15.00,96017,382,6588,87754,1675,,,,,,,,0,,
2021.03.14.00,29949,112,2097,27448,251,404,,,,2021.03.14.00,95635,459,6558,87408,1669,,,,,,,,0,,
2021.03.13.00,29837,140,2237,27197,480,403,,,,2021.03.13.00,95176,490,6884,86625,1667,,,,,,,,0,,
2021.03.12.00,29697,140,2580,26717,504,400,,,,2021.03.12.00,94686,488,7281,85743,1662,,,,,,,,0,,
2021.03.11.00,29557,138,2945,26213,93,399,,,,2021.03.11.00,94198,465,7871,84675,1652,,,,,,,,0,,
2021.03.10.00,29419,138,2901,26120,151,398,,,,2021.03.10.00,93733,470,7773,84312,1648,,,,,,,,0,,
2021.03.09.00,29281,102,2916,25969,174,396,,,,2021.03.09.00,93263,446,7718,83900,1645,,,,,,,,0,,
2021.03.08.00,29179,100,2988,25795,87,396,,,,2021.03.08.00,92817,346,7701,83474,1642,,,,,,,,0,,
2021.03.07.00,29079,132,2977,25708,80,394,,,,2021.03.07.00,92471,416,7617,83220,1634,,,,,,,,0,,
2021.03.06.00,28947,128,2926,25628,82,393,,,,2021.03.06.00,92055,418,7510,82913,1632,,,,,,,,0,,
2021.03.05.00,28820,129,2883,25546,127,391,,,,2021.03.05.00,91638,398,7451,82560,1627,,,,,,,,0,,
2021.03.04.00,28691,118,2884,25419,168,388,,,,2021.03.04.00,91240,424,7459,82162,1619,,,,,,,,0,,
2021.03.03.00,28573,119,2937,25251,99,385,,,,2021.03.03.00,90816,444,7504,81700,1612,,,,,,,,0,,
2021.03.02.00,28454,122,2921,25152,65,381,,,,2021.03.02.00,90372,344,7428,81338,1606,,,,,,,,0,,
2021.03.01.00,28332,92,2864,25087,70,381,,,,2021.03.01.00,90029,355,7354,81070,1605,,,,,,,,0,,
2021.02.28.00,28240,120,2843,25017,71,380,,,,2021.02.28.00,89676,356,7376,80697,1603,,,,,,,,0,,
2021.02.27.00,28120,131,2796,24946,138,378,,,,2021.02.27.00,89321,415,7393,80333,1595,,,,,,,,0,,
2021.02.26.00,27989,132,2806,24808,156,375,,,,2021.02.26.00,88922,406,7457,79880,1585,,,,,,,,0,,
2021.02.25.00,27857,122,2832,24652,203,373,,,,2021.02.25.00,88516,396,7448,79487,1581,,,,,,,,0,,
2021.02.24.00,27735,144,2914,24449,474,372,,,,2021.02.24.00,88120,440,7494,79050,1576,,,,,,,,0,,
2021.02.23.00,27592,126,3246,23975,270,371,,,,2021.02.23.00,87681,357,7714,78394,1573,,,,,,,,0,,
2021.02.22.00,27466,106,3392,23705,152,369,,,,2021.02.22.00,87324,332,7875,77887,1562,,,,,,,,0,,
2021.02.21.00,27360,130,3442,23553,154,365,,,,2021.02.21.00,86992,416,7919,77516,1557,,,,,,,,0,,
2021.02.20.00,27230,123,3466,23399,321,365,,,,2021.02.20.00,86574,446,7938,77083,1553,,,,,,,,0,,
2021.02.19.00,27107,180,3665,23078,391,364,,,,2021.02.19.00,86128,561,8065,76513,1550,,,,,,,,0,,
2021.02.18.00,26927,185,3878,22687,257,362,,,,2021.02.18.00,85567,621,8127,75896,1544,,,,,,,,0,,
2021.02.17.00,26742,258,3952,22430,398,360,,,,2021.02.17.00,84946,621,8048,75360,1538,,,,,,,,0,,
2021.02.16.00,26484,161,4093,22032,145,359,,,,2021.02.16.00,84325,457,8240,74551,1534,,,,,,,,0,,
2021.02.15.00,26324,151,4081,21887,72,356,,,,2021.02.15.00,83869,344,8548,73794,1527,,,,,,,,0,,
2021.02.14.00,26173,152,4003,21815,89,355,,,,2021.02.14.00,83525,326,8444,73559,1522,,,,,,,,0,,
2021.02.13.00,26021,136,3943,21726,78,352,,,,2021.02.13.00,83199,362,8458,73227,1514,,,,,,,,0,,
2021.02.12.00,25885,158,3886,21648,100,351,,,,2021.02.12.00,82837,403,8394,72936,1507,,,,,,,,0,,
2021.02.11.00,25727,183,3832,21548,71,347,,,,2021.02.11.00,82434,504,8300,72638,1496,,,,,,,,0,,
2021.02.10.00,25544,175,3724,21477,159,343,,,,2021.02.10.00,81930,444,8218,72226,1486,,,,,,,,0,,
2021.02.09.00,25369,90,3710,21318,133,341,,,,2021.02.09.00,81487,303,8329,71676,1482,,,,,,,,0,,
2021.02.08.00,25279,112,3755,21185,93,339,,,,2021.02.08.00,81190,289,8498,71218,1474,,,,,,,,0,,
2021.02.07.00,25167,144,3737,21092,83,338,,,,2021.02.07.00,80896,372,8560,70865,1471,,,,,,,,0,,
2021.02.06.00,25023,143,3681,21009,98,333,,,,2021.02.06.00,80524,393,8555,70505,1464,,,,,,,,0,,
2021.02.05.00,24880,126,3637,20911,140,332,,,,2021.02.05.00,80131,370,8555,70117,1459,,,,,,,,0,,
2021.02.04.00,24755,172,3655,20771,78,329,,,,2021.02.04.00,79762,451,8610,69704,1448,,,,,,,,0,,
2021.02.03.00,24583,188,3563,20693,208,327,,,,2021.02.03.00,79311,467,8571,69299,1441,,,,,,,,0,,
2021.02.02.00,24395,128,3584,20485,155,326,,,,2021.02.02.00,78844,336,8634,68775,1435,,,,,,,,0,,
2021.02.01.00,24267,107,3612,20330,242,325,,,,2021.02.01.00,78508,305,8774,68309,1425,,,,,,,,0,,
2021.01.31.00,24162,101,3750,20088,494,324,,,,2021.01.31.00,78205,355,8907,67878,1420,,,,,,,,0,,
2021.01.30.00,24061,154,4144,19594,108,323,,,,2021.01.30.00,77850,458,9315,67121,1414,,,,,,,,0,,
2021.01.29.00,23908,112,4105,19486,157,317,,,,2021.01.29.00,77395,469,9493,66503,1399,,,,,,,,0,,
2021.01.28.00,23797,105,4157,19329,171,311,,,,2021.01.28.00,76926,497,9524,66016,1386,,,,,,,,0,,
2021.01.27.00,23692,129,4227,19158,130,307,,,,2021.01.27.00,76429,559,9573,65478,1378,,,,,,,,0,,
2021.01.26.00,23563,104,4231,19028,402,304,,,,2021.01.26.00,75875,354,9711,64793,1371,,,,,,,,0,,
2021.01.25.00,23459,102,4532,18626,172,301,,,,2021.01.25.00,75521,437,11205,62956,1360,,,,,,,,0,,
2021.01.24.00,23357,133,4606,18454,160,297,,,,2021.01.24.00,75084,392,11205,62530,1349,,,,,,,,0,,
2021.01.23.00,23224,127,4636,18294,138,294,,,,2021.01.23.00,74692,431,11311,62044,1337,,,,,,,,0,,
2021.01.22.00,23097,115,4651,18156,169,290,,,,2021.01.22.00,74262,346,11519,61415,1328,,,,,,,,0,,
2021.01.21.00,22984,125,4712,17987,225,285,,,,2021.01.21.00,73918,401,11756,60846,1316,,,,,,,,0,,
2021.01.20.00,22859,143,4818,17762,275,279,,,,2021.01.20.00,73518,404,12038,60180,1300,,,,,,,,0,,
2021.01.19.00,22717,101,4953,17487,276,277,,,,2021.01.19.00,73115,386,12364,59468,1283,,,,,,,,0,,
2021.01.18.00,22616,132,5134,17211,118,271,,,,2021.01.18.00,72729,389,12742,58723,1264,,,,,,,,0,,
2021.01.17.00,22484,145,5126,17093,208,265,,,,2021.01.17.00,72340,520,12838,58253,1249,,,,,,,,0,,
2021.01.16.00,22339,156,5192,16885,367,262,,,,2021.01.16.00,71820,580,13030,57554,1236,,,,,,,,0,,
2021.01.15.00,22183,127,5411,16518,214,254,,,,2021.01.15.00,71241,513,13488,56536,1217,,,,,,,,0,,
2021.01.14.00,22056,134,5500,16304,217,252,,,,2021.01.14.00,70728,524,13761,55772,1195,,,,,,,,0,,
2021.01.13.00,21922,152,5585,16087,149,250,,,,2021.01.13.00,70212,562,14391,54636,1185,,,,,,,,0,,
2021.01.12.00,21771,167,5585,15938,404,248,,,,2021.01.12.00,69651,537,14917,53569,1165,,,,,,,,0,,
2021.01.11.00,21604,141,5832,15534,1734,238,,,,2021.01.11.00,69114,451,15422,52552,1140,,,,,,,,0,,
2021.01.10.00,21463,187,7433,13800,541,230,,,,2021.01.10.00,68664,665,17130,50409,1125,,,,,,,,0,,
2021.01.09.00,21276,188,7794,13259,454,223,,,,2021.01.09.00,67999,641,17575,49324,1100,,,,,,,,0,,
2021.01.08.00,21088,191,8060,12805,262,223,,,,2021.01.08.00,67358,674,17908,48369,1081,,,,,,,,0,,
2021.01.07.00,20899,298,8143,12543,114,213,,,,2021.01.07.00,66686,870,17991,47649,1046,,,,,,,,0,,
2021.01.06.00,20602,264,7966,12429,334,207,,,,2021.01.06.00,65818,840,17796,46995,1027,,,,,,,,0,,
2021.01.05.00,20338,199,8039,12095,374,204,,,,2021.01.05.00,64979,715,17800,46172,1007,,,,,,,,0,,
2021.01.04.00,20138,329,8224,11721,200,193,,,,2021.01.04.00,64264,1020,18043,45240,981,,,,,,,,0,,
2021.01.03.00,19809,197,8099,11521,669,189,,,,2021.01.03.00,63244,657,17775,44507,962,,,,,,,,0,,
2021.01.02.00,19614,251,8576,10852,65,186,,,,2021.01.02.00,62593,824,18073,43578,942,,,,,,,,0,,
2021.01.01.00,19363,359,8394,10787,346,182,,,,2021.01.01.00,61769,1029,17899,42953,917,,,,,,,,0,,
2020.12.31.00,19004,366,8386,10441,316,177,,,,2020.12.31.00,60740,967,17569,42271,900,,,,,,,,0,,
2020.12.30.00,18638,387,8341,10125,115,172,,,,2020.12.30.00,59773,1050,17459,41435,879,,,,,,,,0,,
2020.12.29.00,18253,523,8076,10010,399,167,,,,2020.12.29.00,58725,1046,17163,40703,859,,,,,,,,0,,
2020.12.28.00,17731,301,7961,9611,22,159,,,,2020.12.28.00,57680,808,17593,39268,819,,,,,,,,0,,
2020.12.27.00,17430,362,7684,9589,109,157,,,,2020.12.27.00,56872,970,17024,39040,808,,,,,,,,0,,
2020.12.26.00,17068,466,7433,9480,160,155,,,,2020.12.26.00,55902,1132,16577,38532,793,,,,,,,,0,,
2020.12.25.00,16602,552,7134,9320,149,148,,,,2020.12.25.00,54770,1216,15949,38048,773,,,,,,,,0,,
2020.12.24.00,16050,319,6732,9171,307,147,,,,2020.12.24.00,53533,985,15352,37425,756,,,,,,,,0,,
2020.12.23.00,15732,376,6723,8864,302,145,,,,2020.12.23.00,52550,1092,15085,36726,739,,,,,,,,0,,
2020.12.22.00,15356,317,6650,8562,192,144,,,,2020.12.22.00,51460,869,14810,35928,722,,,,,,,,0,,
2020.12.21.00,15039,328,6533,8370,150,136,,,,2020.12.21.00,50591,926,14738,35155,698,,,,,,,,0,,
2020.12.20.00,14711,473,6361,8220,189,130,,,,2020.12.20.00,49665,1097,14269,34722,674,,,,,,,,0,,
2020.12.19.00,14240,384,6081,8031,35,128,,,,2020.12.19.00,48570,1053,13577,34334,659,,,,,,,,0,,
2020.12.18.00,13856,398,5734,7996,75,126,,,,2020.12.18.00,47515,1062,12888,33982,645,,,,,,,,0,,
2020.12.17.00,13458,423,5412,7921,231,125,,,,2020.12.17.00,46453,1014,12209,33610,634,,,,,,,,0,,
2020.12.16.00,13035,378,5225,7690,26,120,,,,2020.12.16.00,45442,1078,11883,32947,612,,,,,,,,0,,
2020.12.15.00,12657,251,4878,7664,91,115,,,,2020.12.15.00,44364,880,11205,32559,600,,,,,,,,0,,
2020.12.14.00,12406,219,4721,7573,34,112,,,,2020.12.14.00,43484,718,10795,32102,587,,,,,,,,0,,
2020.12.13.00,12187,399,4588,7490,34,109,,,,2020.12.13.00,42766,1030,10372,31814,580,,,,,,,,0,,
2020.12.12.00,11788,362,4223,7456,25,109,,,,2020.12.12.00,41736,950,9665,31493,578,,,,,,,,0,,
2020.12.11.00,11426,252,3889,7431,145,106,,,,2020.12.11.00,40786,689,9057,31157,572,,,,,,,,0,,
2020.12.10.00,11175,251,3784,7286,69,105,,,,2020.12.10.00,40098,682,8897,30637,564,,,,,,,,0,,
2020.12.09.00,10932,270,3610,7217,188,105,,,,2020.12.09.00,39432,686,8699,30177,556,,,,,,,,0,,
2020.12.08.00,10663,214,3530,7029,77,104,,,,2020.12.08.00,38755,594,8553,29650,552,,,,,,,,0,,
2020.12.07.00,10449,244,3395,6952,32,102,,,,2020.12.07.00,38161,615,8311,29301,549,,,,,,,,0,,
2020.12.06.00,10205,254,3184,6920,33,101,,,,2020.12.06.00,37546,631,7873,29128,545,,,,,,,,0,,
2020.12.05.00,9951,235,2964,6887,113,100,,,,2020.12.05.00,36915,583,7458,28917,540,,,,,,,,0,,
2020.12.04.00,9716,295,2845,6774,55,97,,,,2020.12.04.00,36332,629,7185,28611,536,,,,,,,,0,,
2020.12.03.00,9421,262,2607,6719,94,95,,,,2020.12.03.00,35703,540,6822,28352,529,,,,,,,,0,,
2020.12.02.00,9159,193,2441,6625,5,93,,,,2020.12.02.00,35163,511,6572,28065,526,,,,,,,,0,,
2020.12.01.00,8966,155,2253,6620,86,93,,,,2020.12.01.00,34652,451,6241,27885,526,,,,,,,,0,,
2020.11.30.00,8811,159,2184,6534,5,93,,,,2020.11.30.00,34201,438,6022,27653,526,,,,,,,,0,,
2020.11.29.00,8652,158,2031,6529,56,92,,,,2020.11.29.00,33824,450,5759,27542,523,,,,,,,,0,,
2020.11.28.00,8494,178,1948,6455,91,91,,,,2020.11.28.00,33375,504,5504,27349,522,,,,,,,,0,,
2020.11.27.00,8317,204,1865,6364,64,88,,,,2020.11.27.00,32887,569,5268,27103,516,,,,,,,,0,,
2020.11.26.00,8113,213,1725,6300,42,88,,,,2020.11.26.00,32318,583,4853,26950,515,,,,,,,,0,,
2020.11.25.00,7900,142,1555,6258,23,87,,,,2020.11.25.00,31735,382,4397,26825,513,,,,,,,,0,,
2020.11.24.00,7758,133,1436,6235,63,87,,,,2020.11.24.00,31353,349,4121,26722,510,,,,,,,,0,,
2020.11.23.00,7625,112,1367,6172,1,86,,,,2020.11.23.00,31004,271,3956,26539,509,,,,,,,,0,,
2020.11.22.00,7513,121,1257,6171,35,85,,,,2020.11.22.00,30733,330,3762,26466,505,,,,,,,,0,,
2020.11.21.00,7392,156,1171,6136,27,85,,,,2020.11.21.00,30403,386,3535,26365,503,,,,,,,,0,,
2020.11.20.00,7236,132,1043,6109,97,84,,,,2020.11.20.00,30017,363,3253,26263,501,,,,,,,,0,,
2020.11.19.00,7104,109,1009,6012,44,83,,,,2020.11.19.00,29654,343,3058,26098,498,,,,,,,,0,,
2020.11.18.00,6995,92,945,5968,45,82,,,,2020.11.18.00,29311,313,2842,25973,496,,,,,,,,0,,
2020.11.17.00,6903,90,899,5923,38,81,,,,2020.11.17.00,28998,230,2644,25860,494,,,,,,,,0,,
2020.11.16.00,6814,81,848,5885,11,81,,,,2020.11.16.00,28769,223,2516,25759,494,,,,,,,,0,,
2020.11.15.00,6733,85,778,5874,21,81,,,,2020.11.15.00,28546,208,2362,25691,493,,,,,,,,0,,
2020.11.14.00,6648,69,715,5853,28,80,,,,2020.11.14.00,28338,205,2210,25636,492,,,,,,,,0,,
2020.11.13.00,6579,74,674,5826,50,79,,,,2020.11.13.00,28133,191,2108,25537,488,,,,,,,,0,,
2020.11.12.00,6505,53,650,5776,41,79,,,,2020.11.12.00,27942,143,2051,25404,487,,,,,,,,0,,
2020.11.11.00,6452,45,638,5735,32,79,,,,2020.11.11.00,27799,146,2046,25266,487,,,,,,,,0,,
2020.11.10.00,6407,35,625,5703,30,79,,,,2020.11.10.00,27653,100,2008,25160,485,,,,,,,,0,,
2020.11.09.00,6372,46,621,5673,23,78,,,,2020.11.09.00,27553,126,2044,25029,480,,,,,,,,0,,
2020.11.08.00,6326,54,598,5650,11,78,,,,2020.11.08.00,27427,143,1981,24968,478,,,,,,,,0,,
2020.11.07.00,6272,37,555,5639,12,78,,,,2020.11.07.00,27284,89,1897,24910,477,,,,,,,,0,,
2020.11.06.00,6235,40,530,5627,21,78,,,,2020.11.06.00,27195,145,1898,24821,476,,,,,,,,0,,
2020.11.05.00,6195,50,511,5606,34,78,,,,2020.11.05.00,27050,125,1840,24735,475,,,,,,,,0,,
2020.11.04.00,6145,42,495,5572,27,78,,,,2020.11.04.00,26925,118,1835,24616,474,,,,,,,,0,,
2020.11.03.00,6103,22,480,5545,45,78,,,,2020.11.03.00,26807,75,1825,24510,472,,,,,,,,0,,
2020.11.02.00,6081,25,503,5500,4,78,,,,2020.11.02.00,26732,97,1869,24395,468,,,,,,,,0,,
2020.11.01.00,6056,45,482,5496,1,78,,,,2020.11.01.00,26635,124,1812,24357,466,,,,,,,,0,,
2020.10.31.00,6011,52,438,5495,20,78,,,,2020.10.31.00,26511,127,1736,24311,464,,,,,,,,0,,
2020.10.30.00,5960,48,407,5475,13,78,,,,2020.10.30.00,26385,114,1695,24227,463,,,,,,,,0,,
2020.10.29.00,5912,36,372,5462,28,78,,,,2020.10.29.00,26271,125,1641,24168,462,,,,,,,,0,,
2020.10.28.00,5876,25,365,5434,40,77,,,,2020.10.28.00,26146,103,1612,24073,461,,,,,,,,0,,
2020.10.27.00,5851,24,381,5394,18,76,,,,2020.10.27.00,26043,88,1602,23981,460,,,,,,,,0,,
2020.10.26.00,5827,20,385,5368,18,74,,,,2020.10.26.00,25955,119,1593,23905,457,,,,,,,,0,,
2020.10.25.00,5807,17,383,5350,0,74,,,,2020.10.25.00,25836,61,1510,23869,457,,,,,,,,0,,
2020.10.24.00,5790,22,366,5350,46,74,,,,2020.10.24.00,25775,77,1484,23834,457,,,,,,,,0,,
2020.10.23.00,5768,20,390,5304,21,74,,,,2020.10.23.00,25698,155,1526,23717,455,,,,,,,,0,,
2020.10.22.00,5748,18,391,5283,15,74,,,,2020.10.22.00,25543,121,1443,23647,453,,,,,,,,0,,
2020.10.21.00,5730,17,391,5268,51,71,,,,2020.10.21.00,25424,91,1390,23584,450,,,,,,,,0,,
2020.10.20.00,5713,11,427,5217,56,69,,,,2020.10.20.00,25333,58,1420,23466,447,,,,,,,,0,,
2020.10.19.00,5702,14,472,5161,29,69,,,,2020.10.19.00,25275,76,1463,23368,444,,,,,,,,0,,
2020.10.18.00,5688,20,487,5132,13,69,,,,2020.10.18.00,25199,91,1443,23312,444,,,,,,,,0,,
2020.10.17.00,5668,18,481,5119,29,68,,,,2020.10.17.00,25108,73,1407,23258,443,,,,,,,,0,,
2020.10.16.00,5650,18,492,5091,36,67,,,,2020.10.16.00,25035,47,1414,23180,441,,,,,,,,0,,
2020.10.15.00,5632,25,511,5055,5,66,,,,2020.10.15.00,24988,110,1467,23082,439,,,,,,,,0,,
2020.10.14.00,5607,23,491,5050,85,66,,,,2020.10.14.00,24889,84,1421,23030,438,,,,,,,,0,,
2020.10.13.00,5584,20,554,4965,71,65,,,,2020.10.13.00,24805,102,1508,22863,434,,,,,,,,0,,
2020.10.12.00,5564,31,606,4894,16,64,,,,2020.10.12.00,24703,97,1541,22729,433,,,,,,,,0,,
2020.10.11.00,5533,23,591,4878,31,64,,,,2020.10.11.00,24606,58,1481,22693,432,,,,,,,,0,,
